FlightHour,HourlyAvgTemperature,HourlyAvgDewPoint,HourlyAvgRelativeHumidity,HourlyAvgWindSpeed,HourlyAvgVisibility
2023-05-08 18,86.0,65.0,49.44,12.0,10.0
2023-05-08 19,81.0,64.0,56.3,9.0,10.0
2023-05-08 20,81.0,64.0,56.3,8.0,10.0
2023-05-08 21,81.0,66.0,60.37,8.0,10.0
2023-05-08 22,79.0,65.0,62.03,5.0,10.0
2023-05-08 23,79.0,66.0,64.45,6.0,10.0
2023-05-09 00,76.0,67.0,73.68,5.0,10.0
2023-05-09 01,75.0,68.0,78.86,5.0,10.0
2023-05-09 02,75.0,67.0,75.92,7.0,10.0
2023-05-09 03,74.0,67.0,78.77,7.0,10.0
2023-05-09 04,72.0,67.0,83.99,6.0,9.0
2023-05-09 05,71.0,67.0,86.59,6.0,8.0
2023-05-09 06,70.0,66.0,87.14,6.0,8.0
2023-05-09 07,69.0,66.0,89.86,6.0,8.0
2023-05-09 08,68.0,66.0,93.32,6.0,7.0
2023-05-09 09,68.0,66.0,93.32,7.0,6.0
2023-05-09 10,68.0,66.0,93.32,7.33,5.0
2023-05-09 11,70.0,66.0,87.14,8.0,6.0
2023-05-09 12,70.5,67.0,88.24,6.5,5.5
2023-05-09 13,73.0,68.0,84.53,4.0,7.0
2023-05-09 14,75.1,68.0,78.6,6.0,8.0
2023-05-09 15,78.0,68.0,71.14,8.0,9.0
2023-05-09 16,82.0,70.0,67.06,7.0,9.0
2023-05-09 17,84.0,69.0,60.95,9.0,10.0
2023-05-09 18,84.0,68.0,58.69,10.0,10.0
2023-05-09 19,78.45,65.05,63.69,13.25,10.0
2023-05-09 20,79.0,62.0,56.23,11.0,10.0
2023-05-09 21,82.0,67.0,60.28,8.0,10.0
2023-05-09 22,82.0,68.0,62.62,8.0,10.0
2023-05-09 23,79.0,67.0,66.49,6.0,10.0
2023-05-10 00,77.0,67.0,71.03,3.0,10.0
2023-05-10 01,75.0,69.0,81.9,3.0,9.0
2023-05-10 02,73.0,69.0,87.59,4.0,10.0
2023-05-10 03,72.0,68.0,87.24,6.0,9.0
2023-05-10 04,71.0,67.0,86.59,6.0,8.0
2023-05-10 05,70.0,67.0,89.9,5.0,8.0
2023-05-10 06,70.0,67.0,89.9,6.0,8.0
2023-05-10 07,70.0,66.0,87.14,6.0,8.0
2023-05-10 08,69.0,65.0,86.48,5.0,10.0
2023-05-10 09,68.0,63.0,84.03,4.0,10.0
2023-05-10 10,70.0,62.0,76.01,4.0,10.0
2023-05-10 11,69.0,61.0,75.4,9.0,10.0
2023-05-10 12,71.0,60.0,68.21,12.0,10.0
2023-05-10 13,73.0,60.0,63.96,11.0,10.0
2023-05-10 14,76.0,60.0,58.04,10.0,10.0
2023-05-10 15,78.0,61.0,55.71,5.0,10.0
2023-05-10 16,80.0,60.0,50.52,5.0,10.0
2023-05-10 17,81.0,59.0,47.17,4.0,10.0
2023-05-10 18,82.0,60.0,47.49,4.0,10.0
2023-05-10 19,83.0,59.0,44.34,4.0,10.0
2023-05-10 20,83.0,60.0,46.12,6.0,10.0
2023-05-10 21,82.0,59.0,45.66,6.0,10.0
2023-05-10 22,82.0,58.0,43.89,10.0,10.0
2023-05-10 23,80.0,58.0,46.7,9.0,10.0
2023-05-11 00,77.0,59.0,53.8,5.0,10.0
2023-05-11 01,76.0,59.0,55.8,6.0,10.0
2023-05-11 02,75.0,60.0,59.81,7.0,10.0
2023-05-11 03,73.0,62.0,68.66,5.0,10.0
2023-05-11 04,72.0,63.0,73.31,3.0,10.0
2023-05-11 05,72.0,64.0,75.92,3.0,10.0
2023-05-11 06,70.0,64.0,81.27,7.0,10.0
2023-05-11 07,70.0,64.0,81.27,6.0,10.0
2023-05-11 08,69.0,63.0,80.92,8.0,10.0
2023-05-11 09,68.0,63.0,84.03,5.0,10.0
2023-05-11 10,68.0,64.0,87.03,6.0,10.0
2023-05-11 11,67.67,64.0,88.15,8.0,6.33
2023-05-11 12,69.0,64.0,83.81,8.0,7.0
2023-05-11 13,73.0,64.0,73.4,8.0,10.0
2023-05-11 14,75.0,62.0,64.2,9.0,10.0
2023-05-11 15,76.0,61.0,59.92,8.0,10.0
2023-05-11 16,75.0,60.0,59.81,7.0,10.0
2023-05-11 17,76.0,62.0,62.3,9.0,10.0
2023-05-11 18,78.0,62.0,57.92,11.0,10.0
2023-05-11 19,81.0,61.0,50.65,11.0,10.0
2023-05-11 20,80.0,61.0,52.16,9.0,10.0
2023-05-11 21,80.0,60.0,50.52,6.0,10.0
2023-05-11 22,79.0,60.0,52.38,8.0,10.0
2023-05-11 23,78.0,60.0,53.95,8.0,10.0
2023-05-12 00,76.0,59.0,55.8,6.0,10.0
2023-05-12 01,73.0,60.0,63.96,8.0,10.0
2023-05-12 02,72.0,61.0,68.31,9.0,10.0
2023-05-12 03,70.0,61.0,73.11,4.0,10.0
2023-05-12 04,69.0,61.0,75.4,7.0,10.0
2023-05-12 05,68.0,60.0,75.84,7.0,10.0
2023-05-12 06,68.0,60.0,75.84,6.0,10.0
2023-05-12 07,68.0,61.0,78.3,6.0,10.0
2023-05-12 08,68.0,62.3,82.14,4.0,8.0
2023-05-12 09,67.0,62.5,85.92,5.5,9.5
2023-05-12 10,67.0,63.0,87.28,6.0,10.0
2023-05-12 11,67.0,64.0,90.4,6.5,8.0
2023-05-12 12,68.0,64.0,87.03,4.5,8.0
2023-05-12 13,68.5,64.0,85.42,4.0,8.0
2023-05-12 14,71.0,64.0,78.28,6.0,10.0
2023-05-12 15,69.56,64.84,84.88,4.8,3.7
2023-05-12 16,70.0,66.5,88.52,0.0,7.5
2023-05-12 17,72.0,66.0,81.41,6.0,9.0
2023-05-12 18,72.0,67.0,83.99,5.0,10.0
2023-05-12 19,75.0,68.5,80.64,5.0,10.0
2023-05-12 20,76.0,68.0,76.53,7.0,10.0
2023-05-12 21,74.0,67.0,78.77,5.0,10.0
2023-05-12 22,73.0,67.0,81.2,5.0,10.0
2023-05-12 23,72.0,68.0,87.24,6.0,10.0
2023-05-13 00,71.0,68.0,89.94,5.0,10.0
2023-05-13 01,70.0,67.0,89.9,5.0,10.0
2023-05-13 02,70.0,67.0,89.9,6.0,9.33
2023-05-13 03,69.0,66.0,89.86,3.0,9.0
2023-05-13 04,68.0,66.0,93.32,3.0,9.0
2023-05-13 05,68.0,65.0,89.81,0.0,8.0
2023-05-13 06,66.5,64.0,91.83,3.5,8.0
2023-05-13 07,66.33,64.0,92.31,0.0,7.33
2023-05-13 08,66.07,64.13,93.48,4.0,4.75
2023-05-13 09,67.0,65.0,93.29,0.0,0.25
2023-05-13 10,67.0,65.0,93.29,0.0,0.25
2023-05-13 11,66.0,65.0,96.24,0.0,0.25
2023-05-13 12,68.0,66.0,93.32,3.0,0.25
2023-05-13 13,70.0,66.0,87.14,0.0,0.25
2023-05-13 14,72.0,66.0,81.32,1.5,3.0
2023-05-13 15,74.5,67.0,77.34,3.0,6.0
2023-05-13 16,78.0,66.0,66.39,0.0,9.0
2023-05-13 17,81.0,66.0,60.37,3.0,10.0
2023-05-13 18,84.0,64.0,51.08,8.0,10.0
2023-05-13 19,85.0,65.0,51.21,3.0,10.0
2023-05-13 20,86.0,64.0,47.91,0.0,10.0
2023-05-13 21,85.0,64.0,49.62,7.0,10.0
2023-05-13 22,83.0,64.0,52.93,6.0,10.0
2023-05-13 23,82.0,64.0,54.5,8.0,10.0
2023-05-14 00,80.0,65.0,59.83,6.0,10.0
2023-05-14 01,79.0,65.0,62.03,3.0,10.0
2023-05-14 02,78.0,66.0,66.39,5.0,10.0
2023-05-14 03,75.0,66.0,73.59,5.0,10.0
2023-05-14 04,74.0,66.0,76.36,6.0,10.0
2023-05-14 05,73.0,66.0,78.7,6.0,10.0
2023-05-14 06,72.0,66.0,81.41,7.0,10.0
2023-05-14 07,71.0,65.0,80.78,6.0,10.0
2023-05-14 08,71.0,64.0,78.28,7.0,10.0
2023-05-14 09,70.0,64.0,81.27,4.0,10.0
2023-05-14 10,70.0,64.0,81.27,7.0,10.0
2023-05-14 11,71.0,65.0,80.78,6.0,10.0
2023-05-14 12,76.0,66.0,71.41,7.0,10.0
2023-05-14 13,79.0,67.0,66.49,4.0,10.0
2023-05-14 14,83.0,66.0,56.75,6.0,10.0
2023-05-14 15,85.0,64.0,49.62,3.0,10.0
2023-05-14 16,85.0,65.0,51.21,0.0,10.0
2023-05-14 17,86.0,65.0,49.44,4.0,10.0
2023-05-14 18,87.0,66.0,49.6,6.0,10.0
2023-05-14 19,88.0,67.0,49.73,5.0,10.0
2023-05-14 20,89.0,64.0,43.42,13.0,10.0
2023-05-14 21,89.0,64.0,43.42,11.0,10.0
2023-05-14 22,88.0,63.0,43.4,10.0,10.0
2023-05-14 23,84.0,64.0,51.08,8.0,10.0
2023-05-15 00,79.0,66.0,64.45,7.0,10.0
2023-05-15 01,80.0,65.0,59.83,5.0,10.0
2023-05-15 02,80.0,64.0,57.98,9.0,10.0
2023-05-15 03,76.0,67.0,73.68,10.0,10.0
2023-05-15 04,75.0,67.0,75.92,8.0,10.0
2023-05-15 05,73.0,67.0,81.2,10.0,10.0
2023-05-15 06,72.0,67.0,83.99,8.0,10.0
2023-05-15 07,72.0,68.0,87.24,9.0,10.0
2023-05-15 08,71.0,67.0,86.59,9.0,10.0
2023-05-15 09,70.0,67.0,89.9,8.0,8.0
2023-05-15 10,70.0,67.0,89.9,8.0,10.0
2023-05-15 11,71.0,67.0,86.59,8.0,9.0
2023-05-15 12,71.5,66.0,82.67,10.5,9.0
2023-05-15 13,73.5,66.5,78.74,8.5,10.0
2023-05-15 14,76.5,68.0,75.16,8.5,10.0
2023-05-15 15,78.0,67.0,68.49,7.0,10.0
2023-05-15 16,81.0,67.0,62.28,6.0,10.0
2023-05-15 17,83.0,67.0,58.55,5.0,10.0
2023-05-15 18,82.0,66.0,58.43,5.0,10.0
2023-05-15 19,82.0,66.0,58.43,8.0,10.0
2023-05-15 20,82.0,65.0,56.24,5.0,10.0
2023-05-15 21,83.0,64.0,52.93,5.0,10.0
2023-05-15 22,82.0,64.0,54.5,6.0,10.0
2023-05-15 23,80.0,66.0,62.17,9.0,10.0
2023-05-16 00,79.0,67.0,66.49,7.0,10.0
2023-05-16 01,78.0,67.0,68.49,5.0,10.0
2023-05-16 02,74.0,69.0,84.97,4.0,7.0
2023-05-16 03,73.0,69.0,87.59,5.0,9.0
2023-05-16 04,73.0,69.0,87.59,3.0,10.0
2023-05-16 05,72.0,69.0,90.59,4.5,9.5
2023-05-16 06,71.9,68.0,87.54,0.0,10.0
2023-05-16 07,70.0,67.0,89.9,4.0,10.0
2023-05-16 08,70.9,66.8,86.54,1.0,10.0
2023-05-16 09,71.2,66.73,85.42,4.0,10.0
2023-05-16 10,70.33,67.0,88.8,6.67,8.0
2023-05-16 11,70.5,68.0,91.66,5.5,6.5
2023-05-16 12,72.0,69.0,90.59,8.0,7.0
2023-05-16 13,74.0,69.0,84.97,5.0,9.0
2023-05-16 14,76.0,69.0,79.26,5.5,9.5
2023-05-16 15,82.0,69.0,65.03,8.0,10.0
2023-05-16 16,82.0,69.0,65.03,7.0,10.0
2023-05-16 17,84.0,67.0,56.51,8.0,10.0
2023-05-16 18,86.0,65.0,49.44,7.0,10.0
2023-05-16 19,87.0,66.0,49.6,4.0,10.0
2023-05-16 20,87.0,66.0,49.6,9.0,10.0
2023-05-16 21,78.33,62.67,59.67,14.0,7.0
2023-05-16 22,69.5,65.5,86.86,12.5,6.5
2023-05-16 23,69.0,66.0,89.86,4.0,8.0
2023-05-17 00,68.0,66.0,93.32,6.0,10.0
2023-05-17 01,68.0,66.0,93.32,5.5,10.0
2023-05-17 02,68.0,66.0,93.32,6.0,9.0
2023-05-17 03,68.5,65.75,90.71,6.75,6.5
2023-05-17 04,68.0,66.0,93.32,5.0,10.0
2023-05-17 05,68.0,65.0,89.81,4.0,8.0
2023-05-17 06,67.33,64.8,91.61,7.0,7.33
2023-05-17 07,67.0,65.0,93.29,5.0,6.0
2023-05-17 08,67.0,65.0,93.29,7.0,7.0
2023-05-17 09,67.0,65.0,93.29,6.5,7.5
2023-05-17 10,66.0,64.0,93.26,5.0,7.0
2023-05-17 11,67.0,64.5,91.84,9.0,7.0
2023-05-17 12,69.9,64.7,83.42,9.0,10.0
2023-05-17 13,70.67,65.0,81.81,8.67,8.67
2023-05-17 14,74.0,67.0,78.77,7.0,8.0
2023-05-17 15,74.5,66.5,76.14,6.5,10.0
2023-05-17 16,77.0,65.0,66.27,9.0,10.0
2023-05-17 17,78.0,66.0,66.39,8.0,10.0
2023-05-17 18,80.0,65.0,59.83,6.0,10.0
2023-05-17 19,78.0,65.0,63.9,6.0,10.0
2023-05-17 20,75.0,62.0,64.2,7.0,10.0
2023-05-17 21,74.0,67.0,78.77,5.0,10.0
2023-05-17 22,74.0,66.0,76.36,4.0,10.0
2023-05-17 23,73.0,66.0,78.7,4.0,10.0
2023-05-18 00,72.0,67.0,83.99,3.0,10.0
2023-05-18 01,72.0,68.0,87.24,4.0,10.0
2023-05-18 02,71.0,68.0,89.94,5.0,10.0
2023-05-18 03,69.0,67.0,92.71,0.0,10.0
2023-05-18 04,69.0,66.0,89.86,0.0,10.0
2023-05-18 05,68.0,66.0,93.32,0.0,10.0
2023-05-18 06,67.0,65.5,95.11,2.0,7.5
2023-05-18 07,67.0,65.0,93.29,6.0,0.5
2023-05-18 08,67.0,65.0,93.29,6.0,0.5
2023-05-18 09,67.5,65.0,91.55,5.0,3.0
2023-05-18 10,68.0,65.0,89.81,10.0,2.0
2023-05-18 11,68.0,66.0,93.32,7.5,0.5
2023-05-18 12,68.0,65.0,89.81,8.0,0.5
2023-05-18 13,68.0,65.0,89.81,8.33,2.17
2023-05-18 14,71.0,64.0,78.28,6.0,7.0
2023-05-18 15,72.0,64.0,75.92,7.0,10.0
2023-05-18 16,70.0,62.0,76.01,11.0,10.0
2023-05-18 17,70.0,63.0,78.46,8.0,10.0
2023-05-18 18,71.0,63.0,75.58,13.0,10.0
2023-05-18 19,71.0,63.0,75.58,14.0,10.0
2023-05-18 20,69.0,63.0,80.92,14.0,10.0
2023-05-18 21,68.0,62.0,81.41,14.0,10.0
2023-05-18 22,67.0,61.0,81.33,17.0,10.0
2023-05-18 23,65.0,60.0,84.44,20.0,10.0
2023-05-19 00,65.0,59.0,81.19,10.0,10.0
2023-05-19 01,64.7,59.0,81.9,13.5,10.0
2023-05-19 02,65.0,59.5,82.82,13.5,10.0
2023-05-19 03,64.0,58.0,80.54,15.0,10.0
2023-05-19 04,64.0,57.0,77.97,13.0,10.0
2023-05-19 05,63.0,56.0,77.61,13.0,10.0
2023-05-19 06,63.0,57.0,80.76,9.5,10.0
2023-05-19 07,63.0,57.0,80.76,11.0,10.0
2023-05-19 08,62.0,57.0,83.36,10.0,10.0
2023-05-19 09,62.0,56.0,80.11,12.0,10.0
2023-05-19 10,62.0,57.0,83.36,12.0,10.0
2023-05-19 11,62.0,57.0,83.36,14.0,10.0
2023-05-19 12,63.0,57.0,80.76,11.0,10.0
2023-05-19 13,64.0,57.0,77.97,8.0,10.0
2023-05-19 14,64.5,57.5,78.01,9.5,10.0
2023-05-19 15,67.0,58.0,72.81,9.0,10.0
2023-05-19 16,69.0,59.0,70.21,9.0,10.0
2023-05-19 17,71.0,60.0,68.21,6.0,10.0
2023-05-19 18,72.0,60.0,66.16,5.0,10.0
2023-05-19 19,72.5,60.0,65.06,4.5,10.0
2023-05-19 20,72.5,60.5,66.14,5.5,10.0
2023-05-19 21,73.0,61.0,66.04,5.0,10.0
2023-05-19 22,73.0,61.0,66.04,6.0,10.0
2023-05-19 23,72.0,61.0,68.31,8.0,10.0
2023-05-20 00,70.0,61.0,73.11,6.0,10.0
2023-05-20 01,68.0,61.0,78.3,4.0,10.0
2023-05-20 02,67.0,61.0,81.33,0.0,10.0
2023-05-20 03,66.0,62.0,87.24,4.0,10.0
2023-05-20 04,67.0,62.0,84.56,4.0,10.0
2023-05-20 05,67.0,62.0,84.56,7.0,10.0
2023-05-20 06,66.0,61.5,85.57,7.0,10.0
2023-05-20 07,66.1,62.3,87.71,5.0,10.0
2023-05-20 08,65.0,62.0,90.64,3.0,10.0
2023-05-20 09,65.0,62.0,90.64,0.0,7.0
2023-05-20 10,65.0,63.0,93.56,0.0,7.0
2023-05-20 11,66.0,62.0,87.24,3.0,9.0
2023-05-20 12,67.0,62.0,84.56,4.0,10.0
2023-05-20 13,67.0,62.0,84.56,5.0,10.0
2023-05-20 14,71.0,62.0,73.22,7.0,10.0
2023-05-20 15,70.0,62.0,76.01,3.0,10.0
2023-05-20 16,72.0,63.0,73.31,4.0,10.0
2023-05-20 17,73.0,63.0,70.87,4.0,10.0
2023-05-20 18,75.0,64.0,68.64,3.0,10.0
2023-05-20 19,76.0,64.0,66.6,3.0,10.0
2023-05-20 20,75.5,65.0,69.78,6.0,10.0
2023-05-20 21,76.0,65.0,68.73,5.0,10.0
2023-05-20 22,77.0,66.0,68.85,6.0,10.0
2023-05-20 23,75.0,66.0,73.59,6.0,10.0
2023-05-21 00,74.0,67.0,78.77,6.0,10.0
2023-05-21 01,73.0,67.0,81.2,5.0,10.0
2023-05-21 02,73.0,67.0,81.2,6.0,10.0
2023-05-21 03,71.52,67.8,87.95,8.0,5.3
2023-05-21 04,70.0,68.25,94.27,5.75,5.0
2023-05-21 05,70.0,67.0,90.26,8.0,9.0
2023-05-21 06,68.0,63.75,86.29,9.75,10.0
2023-05-21 07,67.0,63.0,87.28,5.0,10.0
2023-05-21 08,66.0,63.0,90.05,7.5,10.0
2023-05-21 09,65.0,63.0,93.56,8.0,8.0
2023-05-21 10,65.0,63.0,93.56,6.0,10.0
2023-05-21 11,66.0,63.0,90.05,7.0,10.0
2023-05-21 12,68.0,63.0,84.03,7.0,10.0
2023-05-21 13,70.0,63.0,78.46,3.0,10.0
2023-05-21 14,72.0,64.0,75.92,3.0,10.0
2023-05-21 15,73.0,64.0,73.4,6.0,10.0
2023-05-21 16,74.0,64.0,71.21,8.0,10.0
2023-05-21 17,77.0,65.0,66.27,7.0,10.0
2023-05-21 18,78.0,65.0,63.9,5.0,10.0
2023-05-21 19,79.0,65.0,62.03,6.0,10.0
2023-05-21 20,79.0,65.0,62.03,8.0,10.0
2023-05-21 21,79.0,65.0,62.03,5.0,10.0
2023-05-21 22,77.0,65.0,66.27,7.0,10.0
2023-05-21 23,76.0,65.0,68.73,5.0,10.0
2023-05-22 00,75.0,65.0,70.83,5.0,10.0
2023-05-22 01,74.0,66.0,76.36,4.0,10.0
2023-05-22 02,72.0,66.0,81.41,5.0,10.0
2023-05-22 03,71.0,65.0,80.78,8.0,10.0
2023-05-22 04,69.0,65.0,86.48,10.0,10.0
2023-05-22 05,69.0,65.0,86.48,9.5,10.0
2023-05-22 06,69.0,64.5,85.15,8.0,10.0
2023-05-22 07,68.0,64.0,87.03,8.0,10.0
2023-05-22 08,68.67,64.0,84.88,10.67,10.0
2023-05-22 09,69.0,64.0,83.81,9.5,9.5
2023-05-22 10,69.0,64.0,83.81,11.5,9.5
2023-05-22 11,69.0,64.0,83.81,12.0,8.0
2023-05-22 12,68.5,63.0,82.48,14.0,9.5
2023-05-22 13,68.0,64.0,87.03,11.0,9.0
2023-05-22 14,68.0,60.0,75.84,12.0,10.0
2023-05-22 15,69.0,60.0,73.03,14.0,9.0
2023-05-22 16,68.0,60.0,75.84,15.0,8.0
2023-05-22 17,69.0,61.0,75.4,12.0,6.0
2023-05-22 18,68.5,60.5,75.66,13.0,7.0
2023-05-22 19,67.33,61.0,80.32,12.0,5.33
2023-05-22 20,66.0,61.0,83.91,10.0,2.5
2023-05-22 21,65.0,60.0,84.44,10.0,5.5
2023-05-22 22,64.0,59.5,85.46,11.0,1.0
2023-05-22 23,64.5,60.5,87.16,8.5,6.0
2023-05-23 00,64.5,61.0,88.58,8.0,9.0
2023-05-23 01,64.0,59.0,83.78,12.0,10.0
2023-05-23 02,64.0,59.0,83.78,10.0,10.0
2023-05-23 03,64.0,59.0,83.78,10.0,10.0
2023-05-23 04,64.0,58.0,80.54,14.0,10.0
2023-05-23 05,65.0,59.0,81.19,10.0,10.0
2023-05-23 06,65.0,59.0,81.19,12.0,10.0
2023-05-23 07,65.0,59.0,81.19,10.0,10.0
2023-05-23 08,64.0,59.0,83.78,8.0,10.0
2023-05-23 09,64.0,60.0,87.14,10.0,10.0
2023-05-23 10,64.0,60.0,87.14,10.0,9.0
2023-05-23 11,64.0,60.0,87.14,10.0,7.0
2023-05-23 12,64.0,60.0,87.14,12.0,8.0
2023-05-23 13,65.0,60.0,84.44,12.0,6.0
2023-05-23 14,65.0,58.0,78.05,12.0,8.0
2023-05-23 15,66.0,56.0,69.88,16.0,10.0
2023-05-23 16,68.0,58.0,70.1,12.0,8.0
2023-05-23 17,68.0,57.0,67.86,9.0,10.0
2023-05-23 18,68.0,55.0,63.12,12.0,10.0
2023-05-23 19,69.0,55.0,60.78,7.0,10.0
2023-05-23 20,72.0,54.0,53.09,10.0,10.0
2023-05-23 21,72.0,52.0,49.33,13.0,10.0
2023-05-23 22,71.0,52.0,50.86,12.0,10.0
2023-05-23 23,69.0,52.0,54.45,12.0,10.0
2023-05-24 00,68.0,53.0,58.88,12.0,10.0
2023-05-24 01,68.0,54.0,60.86,10.0,10.0
2023-05-24 02,68.0,54.0,60.86,10.0,10.0
2023-05-24 03,67.0,54.0,63.21,11.0,10.0
2023-05-24 04,67.0,54.0,63.21,10.0,10.0
2023-05-24 05,67.0,53.0,61.16,12.0,10.0
2023-05-24 06,66.0,54.0,65.21,11.0,10.0
2023-05-24 07,66.0,53.0,63.1,11.0,10.0
2023-05-24 08,66.0,52.0,60.6,9.0,10.0
2023-05-24 09,65.0,52.0,62.96,11.0,10.0
2023-05-24 10,65.0,51.0,60.9,11.0,10.0
2023-05-24 11,64.8,50.0,58.81,13.67,10.0
2023-05-24 12,66.0,49.0,54.01,10.0,10.0
2023-05-24 13,68.0,49.0,50.4,15.0,10.0
2023-05-24 14,71.0,49.0,45.33,13.0,10.0
2023-05-24 15,72.0,50.0,45.81,8.0,10.0
2023-05-24 16,74.0,53.0,48.18,7.0,10.0
2023-05-24 17,76.0,53.0,45.06,9.0,10.0
2023-05-24 18,77.0,54.0,44.9,3.0,10.0
2023-05-24 19,79.0,51.0,37.78,5.0,10.0
2023-05-24 20,78.0,52.0,40.23,7.0,10.0
2023-05-24 21,79.0,51.0,37.78,7.0,10.0
2023-05-24 22,77.0,51.0,40.36,6.0,10.0
2023-05-24 23,75.0,53.0,46.44,4.0,10.0
2023-05-25 00,73.0,54.0,51.33,5.0,10.0
2023-05-25 01,72.0,55.0,55.06,3.0,10.0
2023-05-25 02,71.0,54.0,54.73,4.0,10.0
2023-05-25 03,69.0,51.0,52.67,4.0,10.0
2023-05-25 04,67.0,52.0,58.74,4.0,10.0
2023-05-25 05,66.0,51.0,58.62,4.0,10.0
2023-05-25 06,64.0,52.0,64.97,5.0,10.0
2023-05-25 07,64.0,49.0,57.91,5.0,10.0
2023-05-25 08,64.0,48.0,55.99,5.0,10.0
2023-05-25 09,62.0,49.0,61.91,6.0,10.0
2023-05-25 10,62.0,49.0,61.91,8.0,10.0
2023-05-25 11,64.0,47.0,53.72,8.0,10.0
2023-05-25 12,67.0,47.0,48.56,10.0,10.0
2023-05-25 13,71.3,48.1,43.62,9.5,10.0
2023-05-25 14,74.0,48.0,39.87,11.0,10.0
2023-05-25 15,75.0,49.0,39.75,13.0,10.0
2023-05-25 16,78.0,48.0,34.67,15.0,10.0
2023-05-25 17,78.0,48.0,34.67,10.0,10.0
2023-05-25 18,78.0,47.0,33.26,13.0,10.0
2023-05-25 19,81.0,47.0,30.24,10.0,10.0
2023-05-25 20,80.0,48.0,32.46,12.0,10.0
2023-05-25 21,79.0,50.0,36.27,8.0,10.0
2023-05-25 22,77.0,52.0,41.72,13.0,10.0
2023-05-25 23,76.0,48.0,37.29,15.0,10.0
2023-05-26 00,74.0,49.0,41.24,8.0,10.0
2023-05-26 01,73.0,50.0,44.29,10.0,10.0
2023-05-26 02,72.0,50.0,45.81,8.0,10.0
2023-05-26 03,72.0,50.0,45.81,9.0,10.0
2023-05-26 04,70.0,50.0,49.03,8.0,10.0
2023-05-26 05,68.0,51.0,54.7,10.0,10.0
2023-05-26 06,67.0,51.0,56.82,12.0,10.0
2023-05-26 07,66.0,52.0,60.6,13.0,10.0
2023-05-26 08,64.0,53.0,67.66,13.0,10.0
2023-05-26 09,63.0,54.0,72.42,12.0,10.0
2023-05-26 10,62.0,54.0,74.75,12.0,10.0
2023-05-26 11,63.0,55.0,75.11,15.0,10.0
2023-05-26 12,66.0,55.0,67.64,17.0,10.0
2023-05-26 13,68.0,54.0,60.86,14.0,10.0
2023-05-26 14,70.0,54.0,56.82,15.0,10.0
2023-05-26 15,72.0,54.0,53.09,13.0,10.0
2023-05-26 16,74.0,54.0,49.79,12.0,10.0
2023-05-26 17,76.0,54.5,47.44,11.0,10.0
2023-05-26 18,77.0,52.0,41.72,12.0,10.0
2023-05-26 19,76.0,51.0,41.86,16.0,10.0
2023-05-26 20,75.0,52.0,44.59,8.0,10.0
2023-05-26 21,76.0,52.0,43.28,10.0,10.0
2023-05-26 22,75.0,53.0,46.44,8.0,10.0
2023-05-26 23,73.0,52.0,47.69,6.0,10.0
2023-05-27 00,71.0,53.0,52.96,7.0,10.0
2023-05-27 01,69.0,52.0,54.45,12.0,10.0
2023-05-27 02,66.0,48.0,52.22,13.0,10.0
2023-05-27 03,64.0,47.0,53.72,10.0,10.0
2023-05-27 04,63.0,47.0,55.64,8.0,10.0
2023-05-27 05,62.0,45.0,53.45,14.0,10.0
2023-05-27 06,62.0,44.0,51.64,11.0,10.0
2023-05-27 07,61.0,44.0,53.69,12.0,10.0
2023-05-27 08,61.0,44.0,53.69,12.0,10.0
2023-05-27 09,61.0,44.0,53.69,15.0,10.0
2023-05-27 10,60.0,43.0,53.15,17.0,10.0
2023-05-27 11,61.0,42.0,49.73,15.0,10.0
2023-05-27 12,63.0,42.0,46.34,17.0,10.0
2023-05-27 13,66.0,41.0,39.99,18.0,10.0
2023-05-27 14,69.0,41.0,35.94,16.0,10.0
2023-05-27 15,70.0,41.0,34.85,16.0,10.0
2023-05-27 16,72.0,44.0,36.68,13.0,10.0
2023-05-27 17,74.0,43.0,32.98,8.0,10.0
2023-05-27 18,76.0,41.0,28.56,12.0,10.0
2023-05-27 19,76.0,41.0,28.56,12.0,10.0
2023-05-27 20,76.0,41.0,28.56,13.0,10.0
2023-05-27 21,75.0,43.0,31.79,13.0,10.0
2023-05-27 22,73.0,46.0,38.11,17.0,10.0
2023-05-27 23,68.0,46.0,45.19,16.0,10.0
2023-05-28 00,63.0,47.0,55.64,16.0,10.0
2023-05-28 01,61.0,50.0,67.06,15.0,10.0
2023-05-28 02,60.0,50.0,69.24,15.0,10.0
2023-05-28 03,61.0,51.0,69.86,9.0,10.0
2023-05-28 04,61.0,51.0,69.86,12.0,10.0
2023-05-28 05,60.0,51.0,72.13,8.0,10.0
2023-05-28 06,60.0,51.0,72.13,13.0,10.0
2023-05-28 07,60.0,51.0,72.13,8.0,10.0
2023-05-28 08,59.0,50.0,72.01,10.0,10.0
2023-05-28 09,58.0,51.0,78.03,8.0,10.0
2023-05-28 10,58.0,51.0,78.03,6.0,10.0
2023-05-28 11,60.0,51.0,72.13,8.0,10.0
2023-05-28 12,62.0,51.0,67.19,11.0,10.0
2023-05-28 13,65.0,52.0,62.96,11.0,10.0
2023-05-28 14,67.0,53.0,61.16,3.0,10.0
2023-05-28 15,71.0,53.0,52.96,8.0,10.0
2023-05-28 16,74.0,53.0,48.18,7.0,10.0
2023-05-28 17,75.0,53.0,46.44,9.0,10.0
